return_pct,final_value,cash,halted,trades,reset,order_pct,ETH_sweep,ETH_steps,BNB_sweep,BNB_steps,SOL_sweep,SOL_steps
64.19340920677334,49258.022762032,25078.777729774905,False,112,48.0,0.15,0.06,4,0.1,4,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,24.0,0.15,0.06,4,0.2,8,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,24.0,0.15,0.06,4,0.1,4,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,168.0,0.15,0.06,4,0.1,4,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,168.0,0.15,0.06,4,0.2,8,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,,0.15,0.06,4,0.1,4,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,48.0,0.15,0.06,4,0.2,8,0.2,4
64.19340920677334,49258.022762032,25078.777729774905,False,112,,0.15,0.06,4,0.2,8,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,24.0,0.15,0.06,4,0.1,8,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,,0.15,0.06,4,0.15,12,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,48.0,0.15,0.06,4,0.1,8,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,168.0,0.15,0.06,4,0.1,8,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,,0.15,0.06,4,0.1,8,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,48.0,0.15,0.06,4,0.15,12,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,24.0,0.15,0.06,4,0.15,12,0.2,4
64.15165609777115,49245.49682933134,25307.31337210498,False,156,168.0,0.15,0.06,4,0.15,12,0.2,4
63.88830977435666,49166.492932306995,4902.62739792922,False,177,,0.15,0.15,4,0.1,12,0.2,4
63.88830977435666,49166.492932306995,4902.62739792922,False,177,168.0,0.15,0.15,4,0.1,12,0.2,4
63.88830977435666,49166.492932306995,4902.62739792922,False,177,48.0,0.15,0.15,4,0.1,12,0.2,4
63.88830977435666,49166.492932306995,4902.62739792922,False,177,24.0,0.15,0.15,4,0.1,12,0.2,4
63.76884401762305,49130.653205286915,34576.00844988844,False,188,48.0,0.1,0.06,4,0.06,4,0.2,4
63.76884401762305,49130.653205286915,34576.00844988844,False,188,24.0,0.1,0.06,4,0.06,4,0.2,4
63.76884401762305,49130.653205286915,34576.00844988844,False,188,,0.1,0.06,4,0.06,4,0.2,4
63.76884401762305,49130.653205286915,34576.00844988844,False,188,168.0,0.1,0.06,4,0.06,4,0.2,4
63.66668846859146,49100.00654057744,29856.488068027622,False,513,168.0,0.08,0.2,8,0.06,12,0.2,4
63.66668846859146,49100.00654057744,29856.488068027622,False,513,48.0,0.08,0.2,8,0.06,12,0.2,4
63.66668846859146,49100.00654057744,29856.488068027622,False,513,24.0,0.08,0.2,8,0.06,12,0.2,4
63.66668846859146,49100.00654057744,29856.488068027622,False,513,,0.08,0.2,8,0.06,12,0.2,4
63.64968502361232,49094.9055070837,34623.23833790918,False,191,,0.08,0.2,8,0.1,4,0.2,4
63.64968502361232,49094.9055070837,34623.23833790918,False,191,24.0,0.08,0.2,8,0.1,4,0.2,4
63.64968502361232,49094.9055070837,34623.23833790918,False,191,168.0,0.08,0.2,8,0.1,4,0.2,4
63.64968502361232,49094.9055070837,34623.23833790918,False,191,48.0,0.08,0.2,8,0.1,4,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,168.0,0.1,0.2,8,0.1,8,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,168.0,0.1,0.2,8,0.15,12,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,24.0,0.1,0.2,8,0.1,8,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,24.0,0.1,0.2,8,0.15,12,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,48.0,0.1,0.2,8,0.15,12,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,48.0,0.1,0.2,8,0.1,8,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,,0.1,0.2,8,0.1,8,0.2,4
63.62814276704278,49088.442830112836,25685.636409333194,False,214,,0.1,0.2,8,0.15,12,0.2,4
63.60890805299503,49082.67241589851,15052.859987109676,False,290,24.0,0.1,0.15,4,0.1,12,0.2,4
