return_pct,final_value,cash,halted,trades,reset,order_pct,counter_m,ETH_sweep,BNB_sweep,SOL_sweep
14.604105814974366,34381.23174449231,11801.68575751664,False,355,,0.05,2.0,0.1,0.06,0.1
14.604105814974366,34381.23174449231,11801.68575751664,False,355,96.0,0.05,2.0,0.1,0.06,0.1
14.557080043253107,34367.12401297593,2514.40048654445,False,161,48.0,0.1,2.0,0.15,0.08,0.2
14.557080043253107,34367.12401297593,2514.40048654445,False,161,,0.1,2.0,0.15,0.08,0.2
14.557080043253107,34367.12401297593,2514.40048654445,False,161,96.0,0.1,2.0,0.15,0.08,0.2
14.529856246081543,34358.95687382446,1868.165705758478,False,171,96.0,0.1,2.0,0.06,0.08,0.2
14.529856246081543,34358.95687382446,1868.165705758478,False,171,,0.1,2.0,0.06,0.08,0.2
14.529856246081543,34358.95687382446,1868.165705758478,False,171,48.0,0.1,2.0,0.06,0.08,0.2
14.519101798220122,34355.730539466036,2104.8329963511023,False,157,96.0,0.1,2.0,0.15,0.08,0.1
14.519101798220122,34355.730539466036,2104.8329963511023,False,157,,0.1,2.0,0.15,0.08,0.1
14.519101798220122,34355.730539466036,2104.8329963511023,False,157,48.0,0.1,2.0,0.15,0.08,0.1
14.498776847515401,34349.63305425462,10396.634178169832,False,334,,0.05,3.0,0.06,0.04,0.1
14.498776847515401,34349.63305425462,10396.634178169832,False,334,96.0,0.05,3.0,0.06,0.04,0.1
14.498776847515401,34349.63305425462,10396.634178169832,False,334,48.0,0.05,3.0,0.06,0.04,0.1
14.419921451648065,34325.97643549442,15313.691051916558,False,203,,0.05,3.0,0.15,0.08,0.1
14.419921451648065,34325.97643549442,15313.691051916558,False,203,96.0,0.05,3.0,0.15,0.08,0.1
14.419921451648065,34325.97643549442,15313.691051916558,False,203,48.0,0.05,3.0,0.15,0.08,0.1
14.220606249493988,34266.1818748482,2865.932571457465,False,125,48.0,0.1,3.0,0.1,0.08,0.3
14.220606249493988,34266.1818748482,2865.932571457465,False,125,,0.1,3.0,0.1,0.08,0.3
14.220606249493988,34266.1818748482,2865.932571457465,False,125,96.0,0.1,3.0,0.1,0.08,0.3
14.150822141322205,34245.24664239666,2691.7297954264304,False,159,96.0,0.1,2.0,0.1,0.08,0.2
14.150822141322205,34245.24664239666,2691.7297954264304,False,159,,0.1,2.0,0.1,0.08,0.2
14.150822141322205,34245.24664239666,2691.7297954264304,False,159,48.0,0.1,2.0,0.1,0.08,0.2
14.04304646023588,34212.913938070764,10328.5563361114,False,254,,0.05,4.0,0.1,0.04,0.1
14.04304646023588,34212.913938070764,10328.5563361114,False,254,48.0,0.05,4.0,0.1,0.04,0.1
